game,reviewer_rating,positivity_ratio,first_release_date,game_modes,genres,themes,developer_Scott Cawthon,developer_Tero Lunkka,binned_developer_encoded
Stellar Impact,4.0,0.62,2012,2,11,1,0,0,3
Valhalla Hills,5.0,1.22,2015,1,11,17,0,0,341
Creeper World 4,9.0,22.73,2020,1,11,1,0,0,3
Sam & Dan: Floaty Flatmates,8.0,13.04,2018,2,15,1,0,0,341
Lost Eidolons,6.0,3.09,2022,1,12,17,0,0,341
EmergeNYC,5.0,1.9,2016,1,10,1,0,0,341
CroNix,5.0,0.86,2015,2,4,1,0,0,341
Freedom Force,5.0,1.25,2002,1,12,1,0,0,3
Freedom Force,5.0,1.25,1988,1,5,1,0,0,3
Terra Invicta,8.0,4.65,2022,1,13,18,0,0,341
King Arthur: Knight's Tale,8.0,5.1,2021,1,12,17,0,0,251
Stolen Realm,8.0,8.93,2021,1,12,17,0,0,3
Stronghold: Warlords,5.0,1.84,2021,1,11,22,0,0,3
Anomaly Defenders,6.0,3.76,2014,1,15,1,0,0,2
Neighbours back From Hell,8.0,14.97,2020,1,2,1,0,0,341
Perfect Heist 2,8.0,15.56,2021,1,15,1,0,0,3
Isonzo,8.0,5.36,2022,1,5,1,0,0,218
Settlement Survival,8.0,7.07,2021,1,13,21,0,0,341
Diplomacy is Not an Option,8.0,5.91,2022,1,11,22,0,0,341
Weapons Genius,5.0,0.82,2015,1,13,1,0,0,3
Runestone Keeper,8.0,5.55,2015,1,12,22,0,0,341
Talisman: Prologue,5.0,1.29,2013,1,12,17,0,0,264
Ultimate Epic Battle Simulator 2,8.0,7.23,2022,1,13,1,0,0,3
Parkan: Iron Strategy,7.0,4.4,2001,1,5,1,0,0,341
SpellForce 3: Fallen God,8.0,8.17,2020,1,11,17,0,0,3
Black Book,8.0,14.06,2021,1,9,1,0,0,3
Battleplan: American Civil War,5.0,0.92,2014,1,13,22,0,0,341
Survivalist: Invisible Strain,8.0,7.41,2020,1,12,1,0,0,3
Flotsam,6.0,3.1,2017,1,31,17,0,0,3
Flotsam,6.0,3.1,2019,1,13,21,0,0,3
WizardChess,7.0,13.5,2021,1,12,17,0,0,341
Men of War: Condemned Heroes,5.0,2.31,2012,1,11,1,0,0,143
Eden Rising,5.0,1.87,2019,1,15,1,0,0,341
Battle Realms: Zen Edition,8.0,7.15,2019,1,11,17,0,0,341
The Happy Hereafter,6.0,3.65,2014,1,13,19,0,0,3
Thea 2: The Shattering,8.0,4.03,2018,1,12,17,0,0,243
Redemption: Eternal Quest,5.0,1.09,2015,1,12,17,0,0,341
Escape This,5.0,0.95,2016,1,15,1,0,0,341
Sneak Thief,6.0,3.01,2016,1,15,1,0,0,256
The Immortal Mayor,5.0,2.03,2021,1,13,21,0,0,341
Timerunner,8.0,6.25,2021,1,5,1,0,0,3
Ancient Space,5.0,0.8,2014,1,11,18,0,0,3
Anarchy Online,8.0,4.18,2001,1,12,1,0,0,144
Megaquarium,8.0,17.2,2018,1,13,28,0,0,3
Baldi's Basics Plus,9.0,25.88,2020,1,15,1,0,0,341
Meridian: New World,5.0,0.89,2014,1,11,18,0,0,114
ConflictCraft,8.0,5.07,2016,1,10,1,0,0,3
Aarklash: Legacy,6.0,2.71,2013,1,12,1,0,0,84
Blackguards 2,5.0,1.97,2015,1,12,1,0,0,90
Golden Rush,5.0,0.82,2015,2,12,1,0,0,341
Red Faction II,5.0,1.12,2002,1,5,1,0,0,3
Cards and Castles,6.0,2.74,2015,1,15,22,0,0,3
Valgrave: Immortal Plains,8.0,4.9,2020,2,15,1,0,0,341
UFO: Aftermath,6.0,3.59,2003,1,15,18,0,0,341
Ostalgie: The Berlin Wall,8.0,13.0,2018,1,13,22,0,0,3
Let's Build a Zoo,8.0,8.74,2021,1,12,28,0,0,3
Factory Town,8.0,10.4,2019,1,13,33,0,0,3
Autobahn Police Simulator 2,5.0,1.38,2017,1,10,1,0,0,3
Warhammer Quest,5.0,2.12,2013,1,12,1,0,0,341
Toy Soldiers: Complete,6.0,3.21,2016,1,13,1,0,0,3
X-COM: Enforcer,5.0,1.25,2001,1,5,1,0,0,232
Dungeon Defenders: Awakened,5.0,2.11,2020,1,12,1,0,0,3
Impire,5.0,0.8,2013,1,11,1,0,0,341
Iron Danger,6.0,2.79,2020,1,12,1,0,0,341
Warzone 2100,8.0,9.1,1999,1,11,18,0,0,341
Big Bang Empire,5.0,2.09,2016,1,12,42,0,0,341
Battle Bugs,7.0,12.0,1994,1,11,1,0,0,119
Airport Simulator 2014,1.0,0.21,2013,1,13,32,0,0,389
Super Duper Party Pooper,6.0,3.68,2016,1,13,27,0,0,3
Dungeon Defenders Eternity,5.0,0.99,2014,1,12,1,0,0,341
Mythgard,8.0,6.38,2020,1,15,17,0,0,3
Out of Space,6.0,3.78,2019,1,15,18,0,0,3
Fly and Destroy,5.0,1.45,2016,1,15,1,0,0,109
Jagged Alliance: Crossfire,5.0,1.61,2012,1,12,1,0,0,341
Hostile Waters: Antaeus Rising,6.0,3.26,2001,1,15,1,0,0,296
Prehistoric Kingdom,8.0,4.9,2022,1,13,18,0,0,341
Confrontation,4.0,0.35,2012,1,12,1,0,0,84
Concrete Jungle,8.0,7.03,2015,1,9,28,0,0,341
Deadfall Adventures,6.0,2.78,2013,1,5,1,0,0,3
Warhammer Age of Sigmar: Champions,5.0,1.72,2018,1,15,17,0,0,341
Battle Tanks: Legends of World War II,5.0,1.9,2019,2,13,1,0,0,3
Tiny Troopers,8.0,4.28,2012,1,5,1,0,0,341
Hard West 2,6.0,3.93,2022,1,12,1,0,0,3
Frozenheim,6.0,2.52,2021,1,11,22,0,0,341
Second Galaxy,5.0,1.06,2019,1,5,18,0,0,341
Multishop Tycoon Deluxe,6.0,2.2,2017,1,13,28,0,0,341
Surviving the Aftermath,6.0,2.43,2020,1,13,21,0,0,3
Root,8.0,10.06,2015,1,32,1,0,0,101
Root,8.0,10.06,2020,1,13,39,0,0,101
The Pirate: Plague of the Dead,6.0,3.12,2017,1,13,1,0,0,169
Winter Ember,5.0,1.56,2022,1,15,1,0,0,341
Easy Red 2,8.0,8.88,2020,1,5,1,0,0,3
Old World,8.0,4.02,2020,1,13,22,0,0,3
Deadly Days,8.0,6.96,2019,1,5,1,0,0,3
Spellcaster University,8.0,4.93,2019,1,13,17,0,0,341
Deceive Inc.,8.0,5.16,2023,2,5,1,0,0,3
Lemnis Gate,8.0,5.47,2021,2,5,1,0,0,341
Captain of Industry,8.0,14.39,2022,1,13,21,0,0,341
Crypto Mining Simulator,6.0,2.36,2021,1,13,33,0,0,341
Phantom Brigade,6.0,3.16,2023,1,12,1,0,0,3
Therian Saga,6.0,2.34,2013,2,12,1,0,0,341
Space Crew: Legendary Edition,6.0,3.57,2020,1,13,1,0,0,3
Driftland: The Magic Revival,6.0,2.8,2019,1,11,17,0,0,3
King of Retail,8.0,9.39,2019,1,13,28,0,0,341
Galaxy in Turmoil,4.0,0.65,2020,1,5,1,0,0,341
Depraved,5.0,1.67,2019,1,11,21,0,0,341
Farmer's Dynasty,6.0,3.06,2019,1,12,28,0,0,341
Cubemen,6.0,2.41,2012,1,11,1,0,0,3
Oddworld: Munch's Oddysee,6.0,3.37,2003,1,8,1,0,0,3
Oddworld: Munch's Oddysee,6.0,3.37,2001,1,8,1,0,0,3
Warpips,8.0,7.79,2021,1,11,1,0,0,341
Merchants of Kaidan,5.0,2.08,2014,1,12,22,0,0,135
Chess Ultra,6.0,3.02,2017,1,9,35,0,0,341
Conan Unconquered,5.0,2.19,2019,1,11,17,0,0,285
Bloodsports.TV,6.0,3.3,2015,1,14,1,0,0,3
Legends of Eisenwald,6.0,3.24,2015,1,12,17,0,0,3
Fieldrunners,5.0,1.78,2008,1,15,1,0,0,341
Saurian,5.0,1.77,2017,1,13,21,0,0,341
Magnifico,5.0,1.58,2014,1,15,39,0,0,341
Act of War: Direct Action,8.0,8.3,2005,1,11,1,0,0,120
Gods and Idols,6.0,2.39,2016,2,12,1,0,0,341
Diggles: The Myth of Fenris,8.0,8.0,2001,1,11,17,0,0,341
Nemesis: Distress,5.0,1.85,2022,2,5,1,0,0,341
Star Wolves 3: Civil War,8.0,3.99,2009,1,12,18,0,0,341
It's time to get out from the solar system,4.0,0.39,2015,1,12,1,0,0,3
Jagged Alliance: Rage!,5.0,1.06,2018,1,12,1,0,0,341
Wooden Battles,6.0,3.22,2017,1,13,1,0,0,3
Belko VR: An Escape Room Experiment,8.0,6.18,2017,1,15,1,0,0,341
Port Royale 4,5.0,1.39,2020,1,13,22,0,0,341
Interplanetary,6.0,3.69,2015,1,15,18,0,0,3
Love is Blind: Mutants,4.0,0.48,2016,1,15,1,0,0,341
Darkwind: War on Wheels,5.0,1.0,2014,2,10,1,0,0,3
Caravan,6.0,3.54,2016,1,12,21,0,0,341
Iron Sea Defenders,8.0,4.32,2016,1,15,1,0,0,78
Impulse of War,5.0,1.85,2017,2,10,1,0,0,341
Reigns: Her Majesty,8.0,5.42,2017,1,12,17,0,0,253
M.A.S.S. Builder,8.0,8.49,2019,1,12,1,0,0,341
A Dump in the Dark,5.0,2.05,2017,1,13,1,0,0,341
War of Beach,5.0,1.13,2015,1,13,1,0,0,341
Pandora: First Contact,5.0,1.69,2014,1,13,18,0,0,341
Necromunda: Underhive Wars,5.0,1.32,2020,1,13,1,0,0,3
The Dragoness: Command of the Flame,6.0,2.47,2022,1,12,17,0,0,341
Grotesque Tactics: Evil Heroes,5.0,1.62,2010,1,12,17,0,0,3
Neon Space 2,6.0,2.37,2016,1,15,1,0,0,109
Etherium,4.0,0.59,2015,1,11,18,0,0,3
Border Officer,5.0,1.39,2019,1,13,1,0,0,64
DemonsAreCrazy,5.0,0.78,2019,2,12,1,0,0,341
Eisenwald: Blood of November,5.0,1.06,2016,1,12,22,0,0,3
The Magic Circle,8.0,12.15,2015,1,13,1,0,0,3
The Solitaire Conspiracy,8.0,9.47,2020,1,9,18,0,0,44
Lords of the Black Sun,4.0,0.25,2014,1,15,18,0,0,341
Emerge: Cities of the Apocalypse,5.0,2.12,2016,1,15,1,0,0,3
Crazy Machines 2,5.0,0.9,2008,1,9,34,0,0,3
Burstfire,5.0,0.72,2015,2,5,1,0,0,341
Welcome to the Game,8.0,5.53,2016,1,9,19,0,0,3
Space Trader: Merchant Marine,5.0,0.97,2008,1,13,1,0,0,230
Astro Colony,8.0,5.4,2022,1,13,1,0,0,341
Zardy's Maze,8.0,11.76,2020,1,15,1,0,0,341
Marauder,6.0,2.6,1988,1,5,1,0,0,3
Marauder,6.0,2.6,1982,1,5,1,0,0,3
Marauder,6.0,2.6,2009,1,12,21,0,0,3
Faces of War,8.0,7.38,2006,1,11,1,0,0,3
Ascension to the Throne,8.0,7.88,2007,1,12,1,0,0,341
Warlords Battlecry III,8.0,4.78,2004,1,11,17,0,0,3
Out of the Park Baseball 19,8.0,5.8,2018,1,13,28,0,0,3
Fable Fortune,5.0,2.31,2018,1,15,17,0,0,227
Medieval Kingdom Wars,6.0,3.43,2017,1,13,1,0,0,3
Watchers,6.0,2.75,2019,2,32,1,0,0,341
Patron,6.0,2.88,2021,1,12,21,0,0,341
Flotilla,8.0,5.06,2010,1,15,18,0,0,3
Imperial Glory,6.0,3.35,2005,1,11,22,0,0,292
Solar Flux,6.0,2.92,2013,1,9,1,0,0,341
Hero of the Kingdom II,8.0,16.89,2015,1,2,17,0,0,3
MageQuit,9.0,19.54,2017,1,4,1,0,0,341
Aerial Destruction,5.0,1.49,2017,1,5,1,0,0,3
Ingnomia,6.0,2.84,2018,1,13,33,0,0,341
No Heroes Here,8.0,9.16,2017,1,8,1,0,0,3
Spellsworn,8.0,8.37,2015,2,32,1,0,0,3
Trapped Dead,5.0,0.68,2011,1,15,1,0,0,341
Praetorians,8.0,4.14,2003,1,11,17,0,0,292
Sairento VR,8.0,5.72,2018,1,5,1,0,0,3
J.A.W.S,5.0,0.92,2018,1,15,1,0,0,341
Fantasy Wars,8.0,5.81,2007,1,12,17,0,0,341
Eximius: Seize the Frontline,6.0,2.82,2021,1,5,1,0,0,341
CivCity: Rome,6.0,2.69,2007,1,15,22,0,0,3
Combat Monsters,6.0,2.35,2015,1,12,1,0,0,3
The Goatman,5.0,2.06,2018,1,13,1,0,0,341
Terra Nil,8.0,5.38,2023,1,9,18,0,0,3
Rise of Liberty,8.0,5.89,2019,1,5,1,0,0,3
Booty Calls,5.0,1.32,2018,1,12,42,0,0,341
Alien Shooter TD,8.0,5.82,2016,1,15,1,0,0,339
Jack Lumber,5.0,1.75,2012,1,9,1,0,0,278
Rise of Venice,5.0,1.51,2013,1,13,17,0,0,429
Sol Survivor,8.0,9.1,2010,1,15,18,0,0,341
Ironcast,6.0,3.02,2015,1,9,21,0,0,3
Field of Glory II,8.0,5.76,2017,1,13,22,0,0,3
Void Destroyer,5.0,1.51,2015,1,11,1,0,0,3
Cold Waters,8.0,6.61,2017,1,11,22,0,0,3
Etherlords,5.0,0.76,2001,1,12,17,0,0,263
Mechajammer,5.0,1.14,2021,1,12,19,0,0,3
Sengoku,5.0,1.57,1991,1,4,1,0,0,280
Sengoku,5.0,1.57,2011,1,11,22,0,0,280
Aeon Command,6.0,3.56,2012,1,11,18,0,0,341
Pathfinder Adventures,5.0,1.73,2016,1,12,17,0,0,271
Pizza Connection 3,5.0,0.97,2018,1,13,33,0,0,341
Demeo,8.0,11.54,2021,1,12,17,0,0,3
Chosen 2,5.0,1.63,2017,1,12,42,0,0,341
SpaceBourne 2,8.0,5.47,2023,1,5,1,0,0,3
Island Defense,5.0,1.07,2015,1,15,1,0,0,3
Crash Dive,8.0,7.7,1983,1,5,1,0,0,341
Gaia,5.0,1.45,2020,1,12,1,0,0,341
X-COM: Interceptor,5.0,1.14,1998,1,11,1,0,0,232
Battle Group 2,8.0,4.99,2014,1,5,1,0,0,341
Realpolitiks,5.0,1.64,2017,1,13,22,0,0,3
Warriors of the Nile 2,8.0,6.12,2022,1,12,22,0,0,341
Secret Government,5.0,1.58,2020,1,13,22,0,0,341
Final Assault,8.0,14.03,2019,1,15,1,0,0,3
Gunslingers,5.0,1.09,2011,1,5,1,0,0,341
Hex Commander: Fantasy Heroes,6.0,3.09,2017,1,13,1,0,0,169
Mini Battlegrounds,5.0,1.76,2018,2,15,1,0,0,341
Port Royale 2,6.0,2.35,2004,1,13,22,0,0,341
Love Letter,8.0,5.44,2023,1,34,19,0,0,264
Sophie's Curse,8.0,5.03,2016,1,13,19,0,0,3
Apewar,8.0,18.68,2023,2,15,1,0,0,341
Heroes of Dire,5.0,2.16,2016,1,11,1,0,0,3
Easy Red,8.0,4.05,2017,1,13,1,0,0,3
Chaos Reborn,6.0,3.15,2015,1,12,17,0,0,3
Three Days,5.0,2.0,2017,1,12,1,0,0,341
Shad'O,5.0,1.13,2012,1,15,1,0,0,341
Beyond the Void,5.0,1.33,2018,2,11,18,0,0,341
Airmen,8.0,4.17,2017,1,5,1,0,0,341
DayBreak Online,5.0,1.96,2019,2,12,1,0,0,341
Isle of Arrows,8.0,4.38,2022,1,9,17,0,0,341
Soccer Manager,5.0,1.7,2016,1,13,32,0,0,3
Forged Battalion,5.0,1.41,2018,1,11,18,0,0,285
Vehicle VR,6.0,2.3,2017,1,10,1,0,0,341
Distant Worlds 2,5.0,2.28,2022,1,13,18,0,0,341
Zeal,6.0,2.42,2018,1,12,1,0,0,341
Knights of Honor II: Sovereign,6.0,3.22,2022,1,11,22,0,0,341
Dissolution,5.0,1.27,2018,1,12,1,0,0,341
Autumn,5.0,1.41,2016,1,15,34,0,0,3
Soldiers: Heroes of World War II,8.0,5.83,2004,1,11,1,0,0,3
Fantasy of Expedition,8.0,4.43,2020,1,12,1,0,0,341
Hunter's Arena: Legends,5.0,1.46,2020,1,12,1,0,0,341
City of Gangsters,6.0,3.04,2021,1,13,22,0,0,3
The Few,5.0,1.03,2014,1,15,1,0,0,341
War Blade,5.0,1.22,2019,2,10,1,0,0,341
Space Empires V,6.0,2.4,2006,1,13,18,0,0,3
VoidExpanse,6.0,2.5,2015,1,12,1,0,0,3
Tears of Avia,5.0,1.11,2020,1,12,17,0,0,341
Thorne - Son of Slaves (Ep.2),8.0,5.71,2016,1,12,1,0,0,3
Sol 0: Mars Colonization,6.0,2.33,2016,1,13,18,0,0,341
Ironclad Tactics,5.0,2.26,2013,1,11,17,0,0,417
Zavix Tower,6.0,2.79,2016,1,12,1,0,0,3
D&D Lords of Waterdeep,8.0,14.54,2013,1,15,17,0,0,341
Vedelem: The Golden Horde,8.0,9.06,2021,1,15,21,0,0,341
Astronarch,8.0,11.67,2021,1,12,40,0,0,341
Imperia Online,5.0,1.27,2005,1,11,22,0,0,341
Delve Deeper,5.0,1.57,2010,1,12,17,0,0,341
Crowntakers,6.0,2.85,2014,1,12,22,0,0,341
Industries of Titan,5.0,2.15,2020,1,13,1,0,0,3
Train Valley 2,8.0,9.82,2019,1,9,33,0,0,3
Between the Stars,6.0,3.12,2019,1,12,1,0,0,3
March of the Eagles,5.0,2.06,2013,1,11,22,0,0,280
Fate of the World,6.0,3.66,2011,1,13,33,0,0,341
Oh My Gore!,8.0,6.1,2016,1,15,27,0,0,3
UFO: Aftershock,6.0,3.04,2005,1,11,18,0,0,341
Ludus,5.0,2.13,2020,1,12,1,0,0,64
Idle Heist,4.0,0.38,2018,1,12,1,0,0,3
SuperPower 3,1.0,0.12,2022,1,11,34,0,0,341
Space Empires IV Deluxe,8.0,5.34,2006,1,15,18,0,0,3
Taur,8.0,4.19,2020,1,15,1,0,0,341
Starion Tactics,5.0,0.7,2014,1,15,1,0,0,341
Box Maze,6.0,2.55,2017,1,15,1,0,0,3
ReignMaker,5.0,1.62,2014,1,9,22,0,0,3
Ratty Catty,5.0,1.94,2017,1,13,1,0,0,3
Beast Battle Simulator,8.0,6.43,2017,1,12,1,0,0,341
Stellar Survivor,5.0,1.97,2019,1,15,1,0,0,341
SwarmZ,5.0,1.94,0,1,13,1,0,0,3
RoBros,5.0,1.0,2017,1,15,1,0,0,341
Ripple Effect,5.0,2.05,2017,1,13,1,0,0,341
Beyond Reality,8.0,4.2,2016,1,8,1,0,0,341
Sudden Strike 2 Gold,8.0,5.65,2017,1,11,22,0,0,3
Evil Bank Manager,6.0,3.36,2018,1,13,22,0,0,3
Airline Tycoon 2,1.0,0.2,2011,1,13,28,0,0,341
Elven Legacy,6.0,2.85,2007,1,12,17,0,0,3
Battle Fleet 2,6.0,2.93,2014,1,13,39,0,0,3
Village Feud,6.0,2.57,2019,1,15,1,0,0,3
A Monster's Expedition,9.0,21.38,2020,1,9,38,0,0,341
Warmonger,5.0,1.36,2018,2,15,1,0,0,341
Hegemony Rome: The Rise of Caesar,5.0,1.51,2014,1,11,17,0,0,3
Guards,8.0,5.58,2016,1,9,17,0,0,341
Disgaea 4 Complete+,8.0,8.81,2019,1,12,1,0,0,262
Hold your houses,5.0,0.78,2017,1,15,1,0,0,407
Vanguards,5.0,2.21,2016,1,15,1,0,0,341
Fantasy Battles,5.0,1.88,2018,1,13,1,0,0,341
Fantasy Battles,5.0,1.88,2018,1,13,1,0,0,138
Take Thy Throne,5.0,1.46,2016,1,15,1,0,0,3
Mage and Monsters,8.0,10.37,2022,1,13,1,0,0,3
Khan VS Kahn,5.0,1.5,2017,1,15,41,0,0,3
The Greatest Penguin Heist of All Time,8.0,7.5,2021,1,31,1,0,0,341
Elemental Heroes,5.0,1.46,2016,2,12,17,0,0,341
Antisquad,5.0,1.13,2014,1,12,1,0,0,341
Zafehouse: Diaries,5.0,2.11,2013,1,12,19,0,0,3
The Last Leviathan,5.0,1.77,2016,1,13,1,0,0,341
Train Mechanic Simulator 2017,5.0,2.02,2017,1,13,28,0,0,341
Ship Graveyard Simulator,5.0,2.3,2021,1,13,1,0,0,3
Alina of the Arena,8.0,11.02,2022,1,4,1,0,0,341
Esports Life Tycoon,5.0,1.6,2019,1,12,28,0,0,3
Imagine Earth,8.0,4.16,2021,1,11,18,0,0,341
Galactic Inheritors,5.0,0.8,2015,1,15,18,0,0,341
Europa Universalis: Rome - Gold Edition,5.0,1.99,2008,1,11,22,0,0,280
Stellar Tactics,8.0,4.8,2016,1,12,18,0,0,341
Embr,8.0,6.65,2020,1,8,1,0,0,245
Cepheus Protocol,8.0,4.27,2020,1,11,1,0,0,341
WarZone Flashpoint,5.0,1.03,2018,1,15,1,0,0,341
AntharioN,5.0,2.19,2015,1,12,22,0,0,341
Star Wolves,8.0,4.89,2005,1,12,18,0,0,341
Heroes Tactics,5.0,1.66,2017,1,12,1,0,0,341
One Military Camp,8.0,4.65,2023,1,13,39,0,0,341
Polaris Sector,6.0,2.49,2016,1,13,18,0,0,341
Dungeon Rats,6.0,3.26,2016,1,12,22,0,0,3
Out of Ammo,8.0,4.93,2016,1,5,1,0,0,3
Out of Ammo,8.0,4.93,0,1,5,1,0,0,3
Junkyard Simulator,5.0,1.25,2021,1,13,28,0,0,341
Iron Conflict,5.0,2.33,2021,2,11,1,0,0,341
Talisman: The Horus Heresy,6.0,2.54,2016,1,12,17,0,0,264
Time Rifters,8.0,8.22,2014,1,32,1,0,0,3
Galimulator,8.0,9.29,2016,1,13,18,0,0,341
Definitely Not Fried Chicken,6.0,3.27,2023,1,13,27,0,0,341
Rocket Valley Tycoon,5.0,1.58,2018,1,13,41,0,0,341
Space Rogue,5.0,1.83,2016,1,11,18,0,0,3
Space Rogue,5.0,1.83,1989,1,5,1,0,0,3
Hide and Seek,5.0,1.56,0,2,13,1,0,0,162
Hide and Seek,5.0,1.56,2019,1,12,1,0,0,162
Hide and Seek,5.0,1.56,2023,2,32,1,0,0,162
Hide and Seek,5.0,1.56,0,2,13,1,0,0,214
Hide and Seek,5.0,1.56,2019,1,12,1,0,0,214
Hide and Seek,5.0,1.56,2023,2,32,1,0,0,214
Hide and Seek,5.0,1.56,0,2,13,1,0,0,146
Hide and Seek,5.0,1.56,2019,1,12,1,0,0,146
Hide and Seek,5.0,1.56,2023,2,32,1,0,0,146
Hide and Seek,5.0,1.56,0,2,13,1,0,0,212
Hide and Seek,5.0,1.56,2019,1,12,1,0,0,212
Hide and Seek,5.0,1.56,2023,2,32,1,0,0,212
Hide and Seek,6.0,3.58,0,2,13,1,0,0,162
Hide and Seek,6.0,3.58,2019,1,12,1,0,0,162
Hide and Seek,6.0,3.58,2023,2,32,1,0,0,162
Hide and Seek,6.0,3.58,0,2,13,1,0,0,214
Hide and Seek,6.0,3.58,2019,1,12,1,0,0,214
Hide and Seek,6.0,3.58,2023,2,32,1,0,0,214
Hide and Seek,6.0,3.58,0,2,13,1,0,0,146
Hide and Seek,6.0,3.58,2019,1,12,1,0,0,146
Hide and Seek,6.0,3.58,2023,2,32,1,0,0,146
Hide and Seek,6.0,3.58,0,2,13,1,0,0,212
Hide and Seek,6.0,3.58,2019,1,12,1,0,0,212
Hide and Seek,6.0,3.58,2023,2,32,1,0,0,212
Hide and Seek,4.0,0.66,0,2,13,1,0,0,162
Hide and Seek,4.0,0.66,2019,1,12,1,0,0,162
Hide and Seek,4.0,0.66,2023,2,32,1,0,0,162
Hide and Seek,4.0,0.66,0,2,13,1,0,0,214
Hide and Seek,4.0,0.66,2019,1,12,1,0,0,214
Hide and Seek,4.0,0.66,2023,2,32,1,0,0,214
Hide and Seek,4.0,0.66,0,2,13,1,0,0,146
Hide and Seek,4.0,0.66,2019,1,12,1,0,0,146
Hide and Seek,4.0,0.66,2023,2,32,1,0,0,146
Hide and Seek,4.0,0.66,0,2,13,1,0,0,212
Hide and Seek,4.0,0.66,2019,1,12,1,0,0,212
Hide and Seek,4.0,0.66,2023,2,32,1,0,0,212
Carrier Command 2,6.0,3.92,2021,1,13,1,0,0,3
Warhammer Age of Sigmar: Storm Ground,5.0,1.62,2021,1,12,1,0,0,341
Warhammer Quest 2: The End Times,5.0,1.52,2017,1,12,17,0,0,3
iBomber Defense,6.0,2.62,2011,1,11,1,0,0,3
Bastard,5.0,1.39,2018,1,12,22,0,0,3
Bad Hotel,4.0,0.51,2012,1,11,27,0,0,3
Objects in Space,5.0,1.08,2018,1,12,1,0,0,3
Vengeance,8.0,4.17,2016,1,5,1,0,0,3
Vengeance,8.0,4.17,1987,1,5,1,0,0,3
Master of Magic,6.0,2.71,1985,1,12,17,0,0,243
Master of Magic,6.0,2.71,1994,1,15,17,0,0,243
Master of Magic,6.0,2.71,2022,1,12,17,0,0,243
Finders Reapers,7.0,14.0,0,1,15,1,0,0,341
Winions: Mana Champions,5.0,1.0,2018,2,15,1,0,0,341
Almightree: The Last Dreamer,6.0,3.49,2015,1,8,1,0,0,341
Planar Conquest,5.0,1.44,2016,1,12,41,0,0,3
Metal Fatigue,8.0,15.09,2000,1,11,18,0,0,341
Hegemony III: Clash of the Ancients,8.0,4.17,2015,1,11,22,0,0,3
Demigod,6.0,2.96,2009,1,5,1,0,0,156
Noble Fates,8.0,5.12,2021,1,13,1,0,0,341
War on Folvos,6.0,2.53,2014,1,15,18,0,0,3
The Infinite Black,5.0,1.86,2016,2,12,18,0,0,3
Band of Defenders,5.0,1.06,2018,1,5,1,0,0,3
Demolition Inc.,6.0,3.47,2011,1,9,1,0,0,341
Sapiens,8.0,5.67,1986,1,4,1,0,0,341
Unlasting Horror,5.0,1.77,2017,1,13,1,0,0,3
Picklock,8.0,7.04,2020,1,13,1,0,0,77
Endangered,5.0,0.78,2016,1,15,1,0,0,341
Purgatory,5.0,1.53,2016,1,12,1,0,0,3
Purgatory,5.0,1.53,2017,1,9,1,0,0,3
Purgatory,5.0,1.53,2021,1,8,1,0,0,3
Zombie Tycoon 2: Brainhov's Revenge,5.0,2.29,2013,1,11,1,0,0,3
Fog of War,5.0,0.92,2017,2,12,1,0,0,341
Voxel Turf,8.0,6.51,2017,1,13,1,0,0,341
Base One,5.0,0.67,2021,1,13,18,0,0,341
Idle Dungeons,4.0,0.43,2019,1,12,1,0,0,3
Magic Quest,5.0,1.78,2016,1,15,1,0,0,3
Citadels,2.0,0.17,2013,1,15,1,0,0,341
Commander: Conquest of the Americas,5.0,1.01,2010,1,15,17,0,0,3
Galaxy Reavers,5.0,2.18,2016,1,11,18,0,0,3
Act of War: High Treason,8.0,4.53,2006,1,11,1,0,0,120
Devils & Demons,4.0,0.64,2014,1,12,17,0,0,165
16 Bit Arena,5.0,1.54,2015,2,12,1,0,0,341
Pirates of Black Cove,5.0,1.84,2011,1,11,1,0,0,3
Cuban Missile Crisis,6.0,3.14,2005,1,11,1,0,0,3
Planet R-12,8.0,5.17,2016,1,5,1,0,0,341
Ahnayro: The Dream World,8.0,7.16,2016,1,9,22,0,0,3
Slizer Battle Management System,8.0,3.75,2018,1,13,18,0,0,341
Nick,8.0,3.76,2016,1,15,1,0,0,341
Dungeon of Elements,5.0,0.9,2013,1,12,17,0,0,3
Cube Land Arena,5.0,1.77,2016,1,15,17,0,0,341
The White Laboratory,6.0,3.42,2019,1,15,18,0,0,341
RPG Tycoon,5.0,1.08,2014,1,12,33,0,0,341
Surviving the Abyss,6.0,2.64,2023,1,13,21,0,0,341
Helldorado,6.0,2.54,2007,1,11,23,0,0,3
Sky Knights,8.0,15.67,2017,2,15,1,0,0,341
Nethergate: Resurrection,8.0,6.92,2012,1,12,17,0,0,354
MarZ: Tactical Base Defense,6.0,3.7,2017,1,15,1,0,0,341
Front Lines,5.0,2.24,2019,1,13,1,0,0,341
Sub Command,6.0,2.89,2001,1,13,39,0,0,3
Nanobotic,5.0,1.88,2019,2,5,1,0,0,341
Villagers,5.0,1.06,2016,1,13,22,0,0,3
Kohan II: Kings of War,8.0,13.2,2004,1,11,17,0,0,3
Cursed,8.0,4.08,2016,1,2,19,0,0,341
Cursed,8.0,4.08,2016,1,2,19,0,0,341
Cursed,8.0,4.08,2016,1,2,19,0,0,188
